Datum;Text;likes;retweets;replys;Uhrzeit des Tweets;Wochentag
2022-04-04;1) neuer kompromiss: impfpflicht: sofort ab 50, ab 18 wenn im herbst nötig, impfregister. so können im herbst lockdown massnahmen verhindert werden, weil ungeimpfte ältere geschützt wären. für diesen kompromiss werben abgeordnete ab heute bis donnerstag https://t.co/iuuauqrhmv;3116;257;4079;22:12:06;Montag
2022-04-04;die isolation und quarantäne werden von den gesundheitsämtern kaum mehr kontrolliert. die arbeit ist fast nur bürokratische dokumentation, hat kaum einfluss auf die fallzahlen. daher reicht hier eigenverantwortung.  was hilft sind masken und impfungen.  https://t.co/gozr8ov0nq;2640;252;4932;19:18:38;Montag
2022-04-04;danke an @manuelaschwesig für die umsetzung der hotspot regel. auch in anderen ländern sollte diese geprüft und umgesetzt werden, wo die fallzahlen die gesundheitsversorgung bedrohen. https://t.co/7xh0smcqm0;1970;156;1226;08:49:41;Montag
2022-04-03;geimpfte, die sich trotz maske mit omicron infizieren, können den relativ leichtesten verlauf erwarten. wegen der hohen infektionszahlen lohnt es sich daher, in den nächsten wochen im innenraum noch maske zu tragen. jede ansteckung bringt dazu das risiko von longcovid. https://t.co/4m3v8h3gkf;3566;440;2814;15:41:03;Sonntag
2022-04-03;so geht der sonntag dahin… mit rolf mützenich und katja mast in der spd zentrale. unter anderem wird an kompromissen zur allgemeinen impfpflicht mit den anderen demokratischen parteien im bundestag gearbeitet. https://t.co/g1htznqwax;1566;108;2241;15:20:40;Sonntag
2022-04-03;hier wird die covid strategie in schweden systematisch analysiert. das ergebnis ist sehr negativ. daraus müssen wir alle lernen. unsere lockerungen kommen vielen jetzt zu früh. aber fast ganz europa hat früher geöffnet.  https://t.co/i5ovgki3da;2385;415;2097;10:50:56;Sonntag
2022-04-03;gute liste. diese vulnerablen menschen profitieren auch von der 4. impfung https://t.co/ekmfqgxyfj;966;158;819;00:55:34;Sonntag
2022-04-02;epidemiologisch wäre das festhalten an der maskenpflicht richtig gewesen. es ging aber rechtlich nicht, der besondere schutz der ungeimpften rechtfertigt einschränkungen der geimpften nicht mehr. daher müssen jetzt ungeimpfte für sich selbst sorgen.  https://t.co/sgdtqsaprv;4066;448;4636;18:16:19;Samstag
2022-04-02;leider ist es genau so, lesenswerter artikel in @sz. in ein paar jahren werden wir volles ausmass #longcovid erkennen. jetzt sollte jeder versuchen, eine infektion zu vermeiden. selbst bei mildem verlauf droht eine veränderung des weiteren lebens. hört keiner gerne, ist aber so https://t.co/nshk7hm33w;4048;785;2367;17:39:13;Samstag
2022-04-02;was könnte denn passieren, damit im herbst eine impfpflicht nicht notwendig würde? ungeimpfte bewegen sich nicht, das virus bleibt und alternative zu lockdown massnahmen im herbst sind zu viele tote. vorsorge ist impfung, kein gesetz zur verschiebung der impfung https://t.co/rywuizpdqn;2011;159;1821;13:50:55;Samstag
2022-04-02;wichtige studie von biontech und ⁦@cieseksandra⁩ zeigt, dass eine zukünftige omicron impfung auch schutz gegen andere varianten geben dürfte. das ist eine sehr gute nachricht. damit käme man einem ende der pandemie durch impfungen einen schritt näher https://t.co/72htrgkqm0;3092;410;3298;12:44:42;Samstag
2022-04-02;ich sehe nicht ganz deutschland als krankenbett. aber im moment sterben ca 230 menschen pro tag an/mit corona. jeden tag. das will ich im herbst verhindern. zu viele haben sich an den tod so vieler menschen gewöhnt. vorschlag @_friedrichmerz ist keine lösung, kopf im sand https://t.co/2qntkgrj0f;3951;328;2914;10:23:50;Samstag
2022-04-01;eine enttäuschung. nrw nutzt in keiner einzigen stadt die hotspotregel trotz sehr hoher fallzahlen. im bund hatte fdp dafür eine grundlage: ganz deutschland ist kein hotspot. auf länderebene geht rechtlich zumindest die maskenpflicht in hotspot gebieten  https://t.co/bnuizmf8so;2112;229;2337;21:59:37;Freitag
2022-04-01;angela merkel handelt vorbildlich wenn sie die maske im supermarkt trägt. ich werde das auf absehbare zeit auch tun und empfehle es jedem kunden. wir schützen so uns selbst und andere. in hotspot städten und ländern sollten die bundesländer diese regel vorgeben https://t.co/4js6xyczmm;5667;378;1510;21:30:52;Freitag
2022-04-01;covid, auch nach milden verläufen, wird ein vermächtnis chronischer krankheiten hinterlassen. dazu zählen wahrscheinlich auch diabetes und demenz. bei vielen heilt covid nicht komplett aus und wird eine chronische krankheit. impfungen senken dieses risiko  https://t.co/eduvndjlur;3507;634;2775;16:04:55;Freitag
2022-04-01;omicron infektion wird wahrscheinlich kaum eine bleibende immunität hinterlassen. covid scheint es insgesamt rückfällen leicht zu machen. daher ist eine infektion durch leichtsinn zum zwecke einer natürlichen immunität ein fehler. organe leiden für nichts  https://t.co/pjer7bjjtj;6179;1137;2691;13:04:49;Freitag
2022-04-01;in der altersgruppe 5-11 j hat biontech impfung das risiko der hospitalisierung nach omicron infektion um zwei drittel gesenkt. der schutz der kinder vor schweren verläufen ist weiter wichtig. https://t.co/3inpn9mgbt;2489;271;1843;00:10:10;Freitag
2022-03-31;habe heute in uniklinik köln langes gespräch mit pflegekräften geführt. erst danke gesagt, dann zugehört. gut ist, dass das interesse am pflegeberuf deutlich steigt. jetzt brauchen wir bessere bezahlung, bessere arbeitszeiten, mehr karriere entwicklung und mehr ausbildungsplätze https://t.co/hvlg4a8i2f;6402;303;1960;15:42:29;Donnerstag
2022-03-30;hamburg zeigt, dass die hotspot regel des infektionsschutzgesetzes funktioniert. es ist schade, dass so viele bundesländer sich nicht stärker engagieren, obwohl die voraussetzungen regional gegeben wären.  https://t.co/bvb3mtz2cp;2614;253;1717;22:19:05;Mittwoch
2022-03-30;lieber @chanasitjonas. ich dachte nur beim 1 fc köln gäbe es stimmige mannschaftsleistung? https://t.co/v6w0amaesg;356;20;162;20:02:52;Mittwoch
2022-03-30;eine 4. impfung ab 60 wird jetzt von der eu geprüft, die daten aus israel sprechen klar dafür. in den usa wird durch fda jetzt 4. impfung ab 50 empfohlen.  https://t.co/xjp75lkggd;1465;180;1346;20:00:51;Mittwoch
2022-03-30;exzellenter beitrag longcovid, was viele verdrängen, die ende der pandemie erreicht sehen. #longcovid lässt zehntausende chronisch krank zurück, das macht keine grippe. wir haben keine therapie. selbst geimpfte omicron infizierte trifft das, daher vorsicht https://t.co/rrpqphu2dd;4042;830;2320;19:47:28;Mittwoch
2022-03-30;danke! einfach nur danke! https://t.co/7jdctvguw1;10006;444;1226;00:50:18;Mittwoch
2022-03-29;dem ist nur zuzustimmen. die studie recovery uk hat weltweit die therapie verbessert. wir haben in der gesamten pandemie nicht im ansatz eine klinische studie dieser qualität in deutschland aufgelegt. das thema wird in kürze aufgegriffen. https://t.co/h74js04zof;1228;87;344;22:49:18;Dienstag
2022-03-29;europa braucht eine gemeinsame strategie zur 4. impfung. wir werden das heute hier in brüssel auf meinen wunsch hin verhandeln. die daten aus israel zeigen eine fast 80% senkung der omicron sterblichkeit ü 60 wenn 4 mon nach booster die 4. impfung kommt.  https://t.co/spx05mhdag;3047;348;3673;14:58:14;Dienstag
2022-03-29;nein, lieber @markus_soeder. wenn einem land droht, gesundheitsversorgung ist gefährdet, gilt land als hotspot. das bestreitet auch min @marcobuschmann nicht. eine bundesweite maskenpflicht ohne überforderung hätte ich gewollt. diese geht aber rechtlich  @marcobuschmann nicht https://t.co/8bouxjmls9;2263;198;1278;12:04:49;Dienstag
2022-03-29;so ist es leider. auch in der politik vergeht leider kaum ein tag, an dem ich nicht gefragt werde, ob covid nicht doch ab jetzt genau so behandelt werden soll wie grippe. heisst: staat hält sich raus. wir leben wie vorher. jetzt eben zwei arten der grippe. diese sabotage wirkt https://t.co/fl3ybgzofc;3808;386;1773;11:14:12;Dienstag
2022-03-29;damit wiederum hat @stohr_klaus recht. https://t.co/ey0ujy9kyg;838;59;604;00:40:24;Dienstag
2022-03-28;heute abend 22:50 uhr ist im ersten ein porträt über mich mit konfrontation von @mfeldenkirchen zu sehen. einblicke in meine arbeit, privates, kindheit. dazu der alltag eines gesundheitsministers im modus der dauerkrise. kommentare willkommen. https://t.co/9pglghsdjh;2978;251;2519;16:48:47;Montag
2022-03-28;habe heute das ukraine ankunftszentrum tegel mit eu gesundheitskommissarin stella kyriakides besucht. die ältere frau war schon 1941 in d evakuiert. jetzt mit 88 j erneut. der sohn war soldat in tschernobyl. die schicksale zeigen die sinnlose grausamkeit des krieges. https://t.co/48mmrpwpqt;2955;204;417;13:47:57;Montag
2022-03-27;das ist wirklich ein beeindruckendes team. https://t.co/kblsndzvaf;3743;141;1449;22:18:10;Sonntag
2022-03-27;herzlichen glückwunsch an ⁦@ankerehlinger⁩. eine sachorientierte starke kandidatin wurde gewählt. sie wird eine sehr gute ministerpräsidentin sein. auch in der coronapolitik hat sie immer eine sehr klare position vertreten.   https://t.co/zexnn0gwrb;1585;71;354;18:28:49;Sonntag
2022-03-27;die neue studie aus israel zeigt, dass eine 4. impfung vier monate nach dem booster die wahrscheinlichkeit, an omicron zu versterben, schon für die über 60 jährigen sehr deutlich senkt. in deutschland nutzen viel zu wenige die 4. impfung. sie rettet leben https://t.co/l6txxn4dji;4467;757;4635;11:17:42;Sonntag
2022-03-26;jetzt beginnt ein langer tag der pandemie vorbeugung. who generaldirektor ⁦@drtedros⁩, ⁦@drmikeryan⁩ im berlin who intelligence hub. später treffen wir die führenden internationalen spezialisten für outbreak control. sarscov-2 wird nicht die letzte pandemie sein https://t.co/iuoznvtwud;2257;253;2306;10:48:17;Samstag
2022-03-24;mit der wissenschaft werden pandemien bekämpft und krankheiten geheilt. wir brauchen mehr wissenschaft in der behandlung, nicht weniger. die homöopathie hat keinen platz in der modernen medizin.  https://t.co/yhcyuzfbqs;29834;2942;3664;19:25:53;Donnerstag
2022-03-23;zunehmend werden die möglichkeiten des infektionsschutzgesetzes genutzt. auch die cdu hat dem vorschlag der spd regierten stadt zugestimmt. in der jetzigen zeit schaden parteipolitik und häme über gesetze, die man anwenden statt beschimpfen sollte.   https://t.co/d2hknnrf5s;1690;158;1006;22:37:00;Mittwoch
2022-03-23;sehr gutes zeit interview von @c_drosten, keine bezahlschranke. ich sehe die lage im herbst ähnlich. nachlassender und fehlender impfschutz sind das problem. daher brauchen wir me die impfpflicht. das ist aber eine politische entscheidung. https://t.co/y6vnqmbxaa;2781;238;1861;20:59:24;Mittwoch
2022-03-23;das ist langfristig sehr bedeutsam. mittlerweile hat china sowohl europa als auch die usa bei der top forschung überholt. zuerst war es mehr masse als klasse. jetzt ist die klasse unbestritten da. china wird immer mächtiger. auch in der forschung. https://t.co/q95mquqmbx;1003;127;541;10:50:47;Mittwoch
2022-03-23;was ist daran interessant? parteipolitik wird genutzt, um in einer nationalen notlage und einem furchtbaren krieg vorübergehend vielleicht ein paar prozent bei umfragen zu gewinnen. solche machtspiele erfreuen journalisten und entsetzen die bürger. https://t.co/xlkqki40pc;2891;205;456;10:35:14;Mittwoch
2022-03-23;die debatte um den bundeshaushalt wieder zeigt klar, dass wir schnellstens unabhängig von öl und gas werden müssen. wir waren zu lange abhängig vom geschäft mit diktatoren. ich hoffe, dass weltweit diese erkenntnis folgt, ohne blick zurück. putins verbrecherkrieg erzwingt sie.;3910;223;1232;10:23:28;Mittwoch
2022-03-23;in regionen wie düren oder köln werden ops verschoben, personal fehlt, routineversorgung ist wegen sehr hoher coronainzidenzen gefährdet. dies sind eigentlich genau die bedingungen, für die eine hotspot regelung gemacht wurde. gesetz sollte genutzt werden https://t.co/dctx584vlh;3604;487;3011;08:56:32;Mittwoch
2022-03-22;bei den fallzahlen und der belastung der krankenhäuser ist der plan, sachsen zum hotspot zu erklären, richtig. ⁦@mpkretschmer⁩ sollte den neuen rechtlichen rahmen des infektionsschutzgesetzes nutzen.  https://t.co/qxh16u8gqd;2376;232;1821;18:51:30;Dienstag
2022-03-21;im bmg war über viele monate auch verstärkung von bundeswehr und polizei im einsatz für die pandemiebekämpfung. sie wenden sich jetzt inländischen aufgaben in der versorgung von flüchtenden aus der ukraine zu. es war mir eine ehre ihnen danke zu sagen. https://t.co/gqdqdlnb7o;3011;107;492;19:43:49;Montag
2022-03-20;liebe @hazelbrugger. hoffentlich schlenderst du bald wieder auf die bühne zurück. dein trockener humor ist therapie in diesen tagen. eine therapie, die jetzt sehr fehlt. https://t.co/hivd81wlg2;4578;95;409;10:26:28;Sonntag
2022-03-20;es gibt gar nichts zu feiern. aber die rechtsgrundlage für #coronabeschränkungen ist drohende überlastung gesundheitssystem. daran kann ich nichts ändern. nicht die inzidenz allein. daher konnte ich nur hotspots durchsetzen. weil dort zuerst die überlastung auftreten wird. https://t.co/fuiptznbhe;3865;365;3150;10:09:05;Sonntag
2022-03-19;abb. habe ich ⁦@michaelmina_lab⁩ gesehen. sie erklärt gut, weshalb schnelltests bei omicron bei geimpften oft noch negativ sind, obwohl schon symptome da sind. symptome zeigen immunantwort. oft erst 1-3 tage später explodiert viruslast. dann ist test +, ab dann ansteckend https://t.co/lxniadnv5n;3786;865;1179;19:57:57;Samstag
2022-03-19;ältere menschen, die jetzt noch nicht geboostert sind, sollten das sofort tun. risiko, trotz 2 impfungen intensivmedizinisch versorgt werden zu müssen, ist bei hoher fallzahl jetzt nicht gering. nach 3. impfung sind auch ältere fast komplett geschützt.  https://t.co/rgxtuz99qu;2428;274;2534;11:11:16;Samstag
2022-03-19;eine überzeugende und mutige rede zur impfpflicht im bundestag. ihr angriff auf die afd war weder polemisch noch unsachlich. hass dagegen ist zeichen von schwäche. https://t.co/jqjeobxin8;10317;543;2867;01:26:29;Samstag
2022-03-18;2) in hotspots braucht es hohe inzidenz und drohende, also nicht erreichte, überlastung der krankenhäuser. wenn omicron so weiter steigt, kann das bald für ganze bundesländer gelten. ohne neues ifsg hätte es ab montag überhaupt keine massnahmen mehr gegeben. kommentare willkommen;1882;84;1064;19:44:00;Freitag
2022-03-18;1) hier meine rede von heute zum infektionsschutzgesetz. ich weiss, das viele mehr erhofft haben. aber rechtlich sind deutschlandweite schutzmassnahmen nur möglich, wenn eine überlastung der krankenhäuser droht. daher habe ich das maximum ermöglicht: volle massnahmen in hotspots https://t.co/pfl8hrrnam;3038;258;2321;19:44:00;Freitag
2022-03-17;3) maske und 2g+ ohne drohende überlastung? machen weder gerichte noch fdp. mag man nicht mögen. aber so ist es. somit kämpfe ich um jede mögliche verbesserung der lage. lasse mich gerne kritisieren wo angemessen. aber mehr geht jetzt nicht, das mögliche muss man sofort nutzen.;4362;222;1108;10:50:15;Donnerstag
2022-03-17;2) natürlich ist das vorgelegte ifsg ein kompromiss in der ampel. aber es erlaubt masken, abstände, 2g+, hygienekonzepte. voraussetzung: hohe inzidenz und drohende krankenhausbelastung. was wäre alternative gewesen? bundesweite regel? länder selbst nie gemacht.;3171;142;337;10:50:15;Donnerstag
2022-03-17;1) ministerpräsidenten wüst und söder beklagen den wegfall der schutzmassnahmen. dabei hatten sie den wegfall aller massnahmen bei der letzten mpk ab montag selbst beschlossen. ohne das von mir vorgelegte gesetz wäre es ab montag genau dazu zu kommen. https://t.co/r9dpshdhtv;5842;544;1314;10:50:14;Donnerstag
